name,inf base,finetune base,"bias [0, 0.6[","bias [0.6, 2[","bias [2, 4[","bias [4, 6[","smad [0, 0.6[","smad [0.6, 2[","smad [2, 4[","smad [4, 6[","oult [0, 0.6[","oult [0.6, 2[","oult [2, 4[","oult [4, 6["
sim_UD400_ColorHead_ALL,spec_UD,b1_1,0.05705228710142006,0.009009478345822062,-0.053140098087323846,-0.15069570745174876,0.030565450593671138,0.02739344089314356,0.06746516369898753,0.10938095286362837,0.22820699706791495,0.21764765167216046,0.47263588971097614,0.5583456417158853
sim_UD400_ColorHead_HeadOnly,cos2020_UD,b1_1,1.1498110139477267,0.3086162740005993,0.040061969585349626,-0.13954994962090608,1.5158173078808925,0.1703587612589196,0.11428939888229467,0.16518569751114567,0.7629882186010366,0.6513170012862957,0.6412827358912185,0.6854383189852328
sim_UD400_ColorHead_ALL,cos2020_UD,b1_1,1.117000636310596,0.27056263325803587,0.030535917380154983,-0.10401788780995816,1.5472301618657711,0.15615649427147318,0.10042759145586512,0.1470651463997045,0.7465989264972049,0.635490315538889,0.6044045522486281,0.6695097152807552
sim_UD400_ColorHead_HeadOnly,spec_D,b1_1,0.31359314419120793,0.09016154505795577,-0.24038577311402234,-0.4234565488364812,0.061631362120156,0.0496064269558661,0.3727664741428384,0.3568659187549271,0.4390995990012027,0.4074833416671023,0.8252427144405694,0.8888887901234679
sim_UD400_ColorHead_ALL,spec_D,b1_1,0.2961890397031771,0.08857600652842068,-0.30325621056224794,-0.4520536895758188,0.06032934096362289,0.046900114748768755,0.419026503149568,0.28737331586085124,0.43139068750188386,0.39108149646792334,0.8398058211659911,0.7777776913580343
sim_UD400_ColorHead_HeadOnly,cos2020_D,b1_1,0.9069971879617924,0.25388233591493725,0.028128772518031867,-0.13441184738217699,0.5031644717924031,0.1400346191632139,0.11047112324328984,0.15890063538663832,0.6829268290080309,0.6132312476835469,0.6349496795867796,0.6566037723460306
sim_UD400_ColorHead_ALL,cos2020_D,b1_1,0.8715981346567663,0.22871492033880542,0.01754909018360065,-0.10614431698747075,0.32547767176711073,0.13000523920823773,0.10041437607147935,0.13772204144917943,0.6665396338923248,0.5997128842445612,0.6017078375719098,0.6339622629547882
sim_UD400_ColorHead_HeadOnly,spec_UD,b2_1,0.05415284009490584,0.007202902471906148,-0.045691057527929804,-0.1338796510615732,0.02458770053767773,0.022195569062144163,0.05212581117760195,0.05195988730787497,0.18593294459286203,0.19028421688216668,0.4071109455682965,0.4564254055296523
sim_UD400_ColorHead_ALL,spec_UD,b2_1,0.05392788910521882,0.008754459779547634,-0.04703220715022472,-0.140549306360315,0.02455725190199503,0.022523139835500593,0.05546917888356065,0.061194323690244544,0.17981049561371643,0.1879157427843219,0.40971705130124403,0.45790251040191654
sim_UD400_ColorHead_HeadOnly,cos2020_UD,b2_1,1.2535708442743738,0.28892686823051705,0.06631785680276475,-0.03929318528137581,1.762510668816724,0.14773365810742103,0.09366028543446821,0.07496801620763323,0.7342436620069837,0.6346921329392734,0.5826658334698379,0.5090939900299879
sim_UD400_ColorHead_ALL,cos2020_UD,b2_1,1.2536445806470076,0.28247985071720016,0.05941395504130137,-0.029738099582950952,1.7098544433287555,0.14522223911810758,0.08885096315778791,0.07792222775191128,0.7288930898165463,0.6268661650838712,0.5652161563316366,0.5770447356203657
sim_UD400_ColorHead_HeadOnly,spec_D,b2_1,0.28777303184588493,0.10462484059798151,-0.22762878211304066,-0.4190305635846324,0.05662921685181375,0.047119092676246505,0.3784684493589578,0.26761626492584656,0.4190564291029737,0.39261916945534636,0.8737864035253088,0.7777776913580343
sim_UD400_ColorHead_ALL,spec_D,b2_1,0.2533619128659599,0.05901286572412955,-0.26494540768132363,-0.45312038263665244,0.051942580445696,0.04368939663250209,0.4247702257507237,0.21096321655460434,0.3990132592047446,0.38236801620585953,0.8834951413422566,0.7777776913580343
sim_UD400_ColorHead_HeadOnly,cos2020_D,b2_1,0.9612554840752734,0.24065166705453175,0.049033127396530186,-0.053985639802503496,0.46559433243441123,0.120514896524941,0.1090251612597722,0.07844322574362281,0.6497713412157884,0.5872712046192999,0.6297651721165706,0.5226415084478462
sim_UD400_ColorHead_ALL,cos2020_D,b2_1,0.9821521118717819,0.2495902621091868,0.04915568181329855,-0.06802930606337516,0.4644221402041131,0.1201133730601957,0.10104137681915464,0.08544374030129893,0.649390243654958,0.5930135182924975,0.6047575478485033,0.5698113196796013
sim_UD400_ColorHead_HeadOnly,spec_UD,b3_1,0.04049575145573958,0.005345146145300096,-0.03862260644460392,-0.08442600013649874,0.01835896389142742,0.017521902901938436,0.03456755966555533,0.021900334853637047,0.13717201165180962,0.15556339446908066,0.3196202531050595,0.29689807932511364
sim_UD400_ColorHead_ALL,spec_UD,b3_1,0.042316549255432975,0.006909989770250427,-0.04101790588337504,-0.09748142355042583,0.019594231791497534,0.018648189311232827,0.04175498512018532,0.03789020981851408,0.1341836734596076,0.1618121346421179,0.34679821289151186,0.3663220083215332
sim_UD400_ColorHead_HeadOnly,cos2020_UD,b3_1,1.1996718631953869,0.3205951834139778,0.0664927514818246,-0.0010652662745450866,1.7942204615835333,0.1277868659289192,0.0863810218485991,0.09918008625801619,0.698545049443025,0.5992320444309088,0.5539775417016609,0.6228535923733137
sim_UD400_ColorHead_ALL,cos2020_UD,b3_1,1.2048605072660443,0.31020336931422227,0.07405563436361506,0.05557780495848529,1.7942491273291714,0.13181569697819542,0.08578334964045702,0.10194464422870612,0.6916416298029969,0.5946743745573644,0.5527656270659096,0.6453908720828405
sim_UD400_ColorHead_HeadOnly,spec_D,b3_1,0.4219670232318889,0.057241847564587146,-0.2030487120608913,-0.31059029527826437,0.05168467405489733,0.04312319841522318,0.4193600695294518,0.49800256605855214,0.40240518026444494,0.39825730374256413,0.7815533942643039,0.7777776913580343
sim_UD400_ColorHead_ALL,spec_D,b3_1,0.17446252138385884,0.011284887534571573,-0.23249207816634385,-0.3999375500490487,0.04714664645757158,0.04358336279109841,0.2929693280020174,0.34130970836399444,0.3987049027447719,0.39466940010524376,0.771844656447356,0.6666665925926009
sim_UD400_ColorHead_HeadOnly,cos2020_D,b3_1,0.9259432400635693,0.2751577737362009,0.04879079847915809,-0.014619990936708113,0.2915249180853304,0.10647106688539044,0.09339542626364158,0.09805892334787818,0.6223323168360014,0.5604737408110451,0.5928636777697884,0.5924528290708437
