name,bias1,bias2,bias3,bias4,smad1,smad2,smad3,smad4,oult1,oult2,oult3,oult4
sim=UD_D_800_cond=HeadOnly_tune=b1_1_inf=spec_UD,0.0755794569849968,-0.011301501654088497,-0.12957802414894104,-0.21034707129001617,0.05904781448990106,0.047956945878267286,0.10340818494558333,0.1348488507270813,0.4127551020107321,0.3518947792606382,0.5735294116579431,0.6292466755845691
sim=UD_D_800_cond=ALL_tune=b1_1_inf=spec_UD,0.07207107543945312,-0.01364392600953579,-0.11511626094579697,-0.20146311819553375,0.056499565031379456,0.047962491086125374,0.10646770367324351,0.12108314837515353,0.3960641399128233,0.35345696430389756,0.5735294116579431,0.5819793196721132
sim=UD_D_800_cond=HeadOnly_tune=b2_1_inf=spec_UD,0.0636410117149353,-0.007960901595652103,-0.13109803199768066,-0.18607547879219055,0.05223771931305527,0.04439411392919719,0.10047826059758663,0.11198635639250278,0.36552478131446614,0.3280084660185442,0.5670141473255744,0.5760709001830563
sim=UD_D_800_cond=ALL_tune=b2_1_inf=spec_UD,0.05990353226661682,-0.009128611534833908,-0.1266985833644867,-0.17761550843715668,0.05215413248464465,0.04457267072685062,0.09860009206831455,0.10474191789776086,0.3616618075538147,0.3281092521503674,0.5556589723463032,0.5524372222268283
sim=UD_D_800_cond=HeadOnly_tune=b3_1_inf=spec_UD,0.05570180341601372,-0.010802939534187317,-0.11956018209457397,-0.18328431248664856,0.04813955111950636,0.03970770909190178,0.08944561114534735,0.09400444030165672,0.3388483964767603,0.29409393266004363,0.5331347727972571,0.5347119637596573
sim=UD_D_800_cond=ALL_tune=b3_1_inf=spec_UD,0.051076315343379974,-0.007468800526112318,-0.11395672708749771,-0.1866759955883026,0.0469371468052268,0.0366735911719501,0.08806225300133227,0.08621812343224883,0.32813411076325555,0.273735134031761,0.5160089351236021,0.49630723708078694
sim=UD_D_800_cond=HeadOnly_tune=b1_1_inf=cos2020_UD,0.575299193161037,0.030231531822947938,-0.04909460073219542,-0.06152112507008855,0.23176424893734737,0.08448405367268173,0.06851178429139393,0.053611905290861454,0.7356783580201924,0.5492865947804086,0.478744153454158,0.40392001805219613
sim=UD_D_800_cond=ALL_tune=b1_1_inf=cos2020_UD,0.5810336516747546,0.027757972396856196,-0.03568575870718962,-0.0378515783167179,0.2393031644965739,0.08404790682608886,0.06891166955223921,0.05329624263131074,0.7355095702539326,0.5470384591743909,0.4682913897208024,0.3692950745385622
sim=UD_D_800_cond=HeadOnly_tune=b2_1_inf=cos2020_UD,0.5453452510325587,0.03178773254707834,-0.04265634655871895,-0.05119854419945314,0.2069576132365412,0.07918563666601537,0.06096480638407385,0.049107199924788854,0.7066131046702459,0.5264651845949508,0.4435039481864502,0.35777225483745073
sim=UD_D_800_cond=ALL_tune=b2_1_inf=cos2020_UD,0.5277206647456674,0.02959210740337371,-0.038421924948954286,-0.03733055642178201,0.18987859125499715,0.0769791681075789,0.05967831770196674,0.04663478102291767,0.69503426390482,0.5150119727365619,0.430968206172897,0.3222435607590237
sim=UD_D_800_cond=HeadOnly_tune=b3_1_inf=cos2020_UD,0.4778573960422207,0.01999768789623612,-0.04068304412928908,-0.05374497265185662,0.15801995360895824,0.07006560850898552,0.05695330837031121,0.04532812406858618,0.6611416804398417,0.48129938459421956,0.4133196992897677,0.3189674649616489
sim=UD_D_800_cond=ALL_tune=b3_1_inf=cos2020_UD,0.4411845292432241,0.021178634858488976,-0.03564803925326427,-0.05240614508851212,0.1379783894880176,0.06295851904550637,0.05517523004581509,0.04453063338335163,0.6357728791709858,0.44861640477564163,0.39576587323755646,0.3143357433170845
sim=UD_D_800_cond=HeadOnly_tune=b1_1_inf=spec_D,0.5679163932800293,0.08908625692129135,-0.2527035176753998,-0.47817742824554443,0.0994383352920413,0.07568048872053623,0.2853458803653717,0.12030953664779663,0.5602836877704953,0.5002562785749584,0.9417475682439439,0.7777776913580343
sim=UD_D_800_cond=ALL_tune=b1_1_inf=spec_D,0.47329404950141907,0.07655765116214752,-0.22789263725280762,-0.47518718242645264,0.09427911587655544,0.07122380958348512,0.33091100798249246,0.13034649542570115,0.5362318838926204,0.49103024065042017,0.9466019371524178,0.7777776913580343
sim=UD_D_800_cond=HeadOnly_tune=b2_1_inf=spec_D,0.5700013637542725,0.09114697575569153,-0.20516230165958405,-0.399840384721756,0.09207984446436167,0.06899659120738506,0.30228593806028364,0.3085165424466133,0.5476410729116123,0.4761660684386642,0.9611650438778396,0.7777776913580343
sim=UD_D_800_cond=ALL_tune=b2_1_inf=spec_D,0.3455753028392792,0.0371331088244915,-0.2754586338996887,-0.4076796770095825,0.07948380539864301,0.06908247565180063,0.2598700466573238,0.25684616307020186,0.5137218623146094,0.4771911837636129,0.9174757237015742,0.6666665925926009
sim=UD_D_800_cond=HeadOnly_tune=b3_1_inf=spec_D,0.47385236620903015,0.06281203776597977,-0.2126164436340332,-0.33019182085990906,0.08769149178788066,0.06441118481978773,0.30500452592074867,0.4438804126381874,0.5411655872521846,0.46181445388938264,0.9514563060608917,0.7777776913580343
sim=UD_D_800_cond=ALL_tune=b3_1_inf=spec_D,0.35424503684043884,0.045095283538103104,-0.22862492501735687,-0.34854263067245483,0.07919235612228512,0.061404456029087305,0.36700136369168757,0.4186231175601482,0.5081714460350998,0.4495130699899984,0.9223300926100481,0.7777776913580343
