metric,finetune_base,value,plage,inference_base
outl,base2,0.5433789941931987,2.25,D
bias,base2,-0.13729871489318804,2.75,D
smad,base2,0.07381285403905166,2.75,D
outl,base2,0.4835526299883137,2.75,D
bias,base2,-0.10811549910490925,3.25,D
smad,base2,0.060879454431648654,3.25,D
outl,base2,0.5147058785683392,3.25,D
bias,base2,-0.13188140675066792,3.75,D
smad,base2,0.06863572874521034,3.75,D
outl,base2,0.7241379060642101,3.75,D
bias,base2,-0.3585590516964473,4.25,D
smad,base2,0.49366608268943846,4.25,D
outl,base2,0.6923076390532585,4.25,D
bias,base2,-0.7155126337060128,4.75,D
smad,base2,0.006052528119243969,4.75,D
outl,base2,0.9999998333333611,4.75,D
bias,base2,-0.816865055753789,5.25,D
smad,base2,0.0,5.25,D
outl,base2,0.9999990000010001,5.25,D
bias,base2,,5.75,D
smad,base2,,5.75,D
outl,base2,0.0,5.75,D
bias,base3,0.11255081206680206,0.25,D
smad,base3,0.03364364973152617,0.25,D
outl,base3,0.2720848055335315,0.25,D
bias,base3,0.011965137815298,0.75,D
smad,base3,0.021156517134840992,0.75,D
outl,base3,0.12439418413451961,0.75,D
bias,base3,-0.0014056535028674154,1.25,D
smad,base3,0.026631719036619695,1.25,D
outl,base3,0.14802448517082664,1.25,D
bias,base3,-0.022775165161715696,1.75,D
smad,base3,0.0391199544345366,1.75,D
outl,base3,0.2987654317299192,1.75,D
bias,base3,-0.0727463499424716,2.25,D
smad,base3,0.0616266081675192,2.25,D
outl,base3,0.3949771680479973,2.25,D
bias,base3,-0.13403104172077443,2.75,D
smad,base3,0.053168868142109554,2.75,D
outl,base3,0.3980263144801766,2.75,D
bias,base3,-0.09801277574930577,3.25,D
smad,base3,0.04182739018025866,3.25,D
outl,base3,0.3382352916306229,3.25,D
bias,base3,-0.07822838855711026,3.75,D
smad,base3,0.05052083440346305,3.75,D
outl,base3,0.3448275743162905,3.75,D
bias,base3,-0.17158655216322297,4.25,D
smad,base3,0.06201631765011539,4.25,D
outl,base3,0.3076922840236705,4.25,D
bias,base3,-0.23557831692807005,4.75,D
smad,base3,0.026255203971813208,4.75,D
outl,base3,0.33333327777778704,4.75,D
bias,base3,-0.8221225182680343,5.25,D
smad,base3,0.0,5.25,D
outl,base3,0.9999990000010001,5.25,D
bias,base3,,5.75,D
smad,base3,,5.75,D
outl,base3,0.0,5.75,D
