metric,finetune_base,value,plage,inference_base
bias,base2,-0.025189792512707632,2.25,UD
smad,base2,0.04191588886496538,2.25,UD
outl,base2,0.26683242165421855,2.25,UD
bias,base2,-0.08665715867240815,2.75,UD
smad,base2,0.036914844761109664,2.75,UD
outl,base2,0.26933634744561014,2.75,UD
bias,base2,-0.06572168925341867,3.25,UD
smad,base2,0.033386842932851275,3.25,UD
outl,base2,0.23576388880702645,3.25,UD
bias,base2,-0.08049362059797695,3.75,UD
smad,base2,0.06536166031673209,3.75,UD
outl,base2,0.46509129917820485,3.75,UD
bias,base2,-0.12497992734839831,4.25,UD
smad,base2,0.04603439863688486,4.25,UD
outl,base2,0.3489096562339263,4.25,UD
bias,base2,-0.37238499430104843,4.75,UD
smad,base2,0.35758162921054043,4.75,UD
outl,base2,0.6503067444766457,4.75,UD
bias,base2,-0.6268488557496803,5.25,UD
smad,base2,0.017641706934102955,5.25,UD
outl,base2,0.9629629272976693,5.25,UD
bias,base2,-0.6546723403602019,5.75,UD
smad,base2,0.08764650311814642,5.75,UD
outl,base2,0.9999997500000625,5.75,UD
bias,base3,0.09912377299974277,0.25,UD
smad,base3,0.021042987349093656,0.25,UD
outl,base3,0.17749659197534004,0.25,UD
bias,base3,0.005491824731055697,0.75,UD
smad,base3,0.014452593973830506,0.75,UD
outl,base3,0.062991524775464,0.75,UD
bias,base3,0.003722568837910969,1.25,UD
smad,base3,0.01858089616888286,1.25,UD
outl,base3,0.09302252913498664,1.25,UD
bias,base3,-0.011056972877665314,1.75,UD
smad,base3,0.024062874216225688,1.75,UD
outl,base3,0.16729575062904567,1.75,UD
bias,base3,-0.024530283240416388,2.25,UD
smad,base3,0.035783630367042185,2.25,UD
outl,base3,0.21869716556750898,2.25,UD
bias,base3,-0.08116231737978107,2.75,UD
smad,base3,0.03236505056472182,2.75,UD
outl,base3,0.22816082670302584,2.75,UD
bias,base3,-0.05791571119829713,3.25,UD
smad,base3,0.027829325428552282,3.25,UD
outl,base3,0.2072916665946904,3.25,UD
bias,base3,-0.07818393592870815,3.75,UD
smad,base3,0.05217967682715031,3.75,UD
outl,base3,0.39097744318906824,3.75,UD
bias,base3,-0.09897878671058237,4.25,UD
smad,base3,0.03915356129892503,4.25,UD
outl,base3,0.30841121399248844,4.25,UD
bias,base3,-0.1944928398819468,4.75,UD
smad,base3,0.06722999608925216,4.75,UD
outl,base3,0.4049079729760247,4.75,UD
bias,base3,-0.37808450523858717,5.25,UD
smad,base3,0.1886476891378562,5.25,UD
outl,base3,0.7037036776406045,5.25,UD
bias,base3,-0.6874485255444598,5.75,UD
smad,base3,0.04152698941890228,5.75,UD
outl,base3,0.9999997500000625,5.75,UD
bias,base1,0.1531221988427407,0.25,D
smad,base1,0.04410782171828036,0.25,D
outl,base1,0.3480565369487383,0.25,D
bias,base1,0.011922727627125481,0.75,D
smad,base1,0.02618918071864241,0.75,D
outl,base1,0.16747442106422336,0.75,D
bias,base1,-0.0032028209040128185,1.25,D
smad,base1,0.030690827630871113,1.25,D
outl,base1,0.20589871997445813,1.25,D
bias,base1,-0.03049089564203266,1.75,D
smad,base1,0.04617441721751523,1.75,D
outl,base1,0.3765432094116751,1.75,D
bias,base1,-0.10090534067122957,2.25,D
smad,base1,0.07259903724665853,2.25,D
outl,base1,0.47945205369988114,2.25,D
bias,base1,-0.1434758345637662,2.75,D
smad,base1,0.07372095912102324,2.75,D
outl,base1,0.49999999835526315,2.75,D
bias,base1,-0.05681876600704321,3.25,D
smad,base1,0.057901944682559645,3.25,D
outl,base1,0.35294117387543256,3.25,D
bias,base1,-0.1098241794876424,3.75,D
smad,base1,0.0673818077593002,3.75,D
outl,base1,0.41379308917954866,3.75,D
bias,base1,-0.4478658850633457,4.25,D
smad,base1,0.1437358843799049,4.25,D
outl,base1,0.8461537810650938,4.25,D
bias,base1,-0.14970966270422245,4.75,D
smad,base1,0.035759238826074624,4.75,D
outl,base1,0.6666665555555741,4.75,D
bias,base1,-0.739755605544858,5.25,D
smad,base1,0.0,5.25,D
outl,base1,0.9999990000010001,5.25,D
bias,base1,,5.75,D
smad,base1,,5.75,D
outl,base1,0.0,5.75,D
bias,base2,0.13929599154177633,0.25,D
smad,base2,0.03428973616880169,0.25,D
outl,base2,0.2844522966941465,0.25,D
bias,base2,0.01680264853627091,0.75,D
smad,base2,0.021419708521720385,0.75,D
outl,base2,0.13247172855883907,0.75,D
bias,base2,0.002202197398238178,1.25,D
smad,base2,0.026906741939928418,1.25,D
outl,base2,0.17362270441089442,1.25,D
bias,base2,-0.033082312721097795,1.75,D
smad,base2,0.038565145050133996,1.75,D
outl,base2,0.2864197527328151,1.75,D
bias,base2,-0.08052703700020077,2.25,D
smad,base2,0.06658587386506191,2.25,D
outl,base2,0.4246575332770376,2.25,D
bias,base2,-0.11546626786483677,2.75,D
smad,base2,0.052818222955285335,2.75,D
outl,base2,0.39144736713339684,2.75,D
bias,base2,-0.02795708186079237,3.25,D
smad,base2,0.04077255666926263,3.25,D
outl,base2,0.2499999981617647,3.25,D
bias,base2,-0.09737171459911134,3.75,D
smad,base2,0.060837924624647155,3.75,D
outl,base2,0.3448275743162905,3.75,D
bias,base2,-0.2239505378179084,4.25,D
smad,base2,0.074933663981441,4.25,D
outl,base2,0.4615384260355057,4.25,D
bias,base2,-0.26950655388661166,4.75,D
smad,base2,0.045296472556370176,4.75,D
outl,base2,0.8333331944444675,4.75,D
bias,base2,-0.7204782429926252,5.25,D
smad,base2,0.0,5.25,D
outl,base2,0.9999990000010001,5.25,D
bias,base2,,5.75,D
smad,base2,,5.75,D
outl,base2,0.0,5.75,D
bias,base3,0.10759356788212326,0.25,D
smad,base3,0.027554711128538044,0.25,D
outl,base3,0.2128975264077308,0.25,D
bias,base3,0.015743689923386626,0.75,D
smad,base3,0.018634339979595956,0.75,D
outl,base3,0.12035541192235988,0.75,D
bias,base3,-0.0057605446254773976,1.25,D
smad,base3,0.023198620318324047,1.25,D
outl,base3,0.1329994434429608,1.25,D
bias,base3,-0.027971386673190626,1.75,D
smad,base3,0.03310397263508714,1.75,D
outl,base3,0.25308641944063404,1.75,D
bias,base3,-0.08460072497440141,2.25,D
smad,base3,0.06017774543245127,2.25,D
outl,base3,0.3904109580127604,2.25,D
bias,base3,-0.10898584686433792,2.75,D
smad,base3,0.04664557430384366,2.75,D
outl,base3,0.3388157883591586,2.75,D
bias,base3,-0.04663408411831138,3.25,D
smad,base3,0.02759888555598174,3.25,D
outl,base3,0.2279411747945502,3.25,D
bias,base3,-0.06494955509839163,3.75,D
smad,base3,0.04710792941099407,3.75,D
outl,base3,0.3103448168846615,3.75,D
bias,base3,-0.18819203807111065,4.25,D
smad,base3,0.14739974566219935,4.25,D
outl,base3,0.615384568047341,4.25,D
bias,base3,-0.1295320725413217,4.75,D
smad,base3,0.03432953718233612,4.75,D
outl,base3,0.33333327777778704,4.75,D
bias,base3,-0.7187257554878769,5.25,D
smad,base3,0.0,5.25,D
outl,base3,0.9999990000010001,5.25,D
bias,base3,,5.75,D
smad,base3,,5.75,D
outl,base3,0.0,5.75,D
