name,inf base,finetune base,"bias [0, 0.6[","bias [0.6, 2[","bias [2, 4[","bias [4, 6[","smad [0, 0.6[","smad [0.6, 2[","smad [2, 4[","smad [4, 6[","oult [0, 0.6[","oult [0.6, 2[","oult [2, 4[","oult [4, 6["
sim_UD_D800_ColorHead_HeadOnly,spec_UD,b2_1,0.07149805553553897,0.008915039851682153,-0.05015775617797662,-0.14324954793442968,0.029927578366038772,0.03085527967562524,0.06669529035558598,0.08133882104376672,0.21836734692285953,0.2453638379235354,0.4674236782450812,0.4992614468253154
sim_UD800_ColorHead_HeadOnly,spec_UD,b2_1,0.0579869163063339,0.008372789980981269,-0.047732430236430895,-0.1412575865609131,0.02616671171486862,0.0221854815807495,0.054207685214204805,0.05157613645587234,0.20415451893555725,0.19164482966177965,0.41437081153865024,0.43722304219021707
sim_UD_D800_ColorHead_ALL,spec_UD,b2_1,0.06947411993891627,0.012044791367665161,-0.03939112919461782,-0.1228993918376652,0.02954959710859218,0.028494423704974875,0.06599819303243863,0.06503793871230833,0.20830903788569174,0.22475307396569477,0.46612062537860743,0.472673559124559
sim_UD800_ColorHead_ALL,spec_UD,b2_1,0.05933402172474128,0.009944191988897084,-0.0427602995131337,-0.12926113957243893,0.026635686847080276,0.02235828960575334,0.05681002075929401,0.05857415092026371,0.20021865887753507,0.1907881475412826,0.4206999254615227,0.43870014706248134
sim_UD_D800_ColorHead_HeadOnly,cos2020_UD,b2_1,1.2007004000226005,0.21952819560288275,0.024935058993604563,-0.027573790951554687,1.299108592894998,0.17036174009562177,0.07026213633560484,0.06470179763373761,0.7928974107822824,0.6849729137410914,0.4829953227623796,0.461195210095956
sim_UD800_ColorHead_HeadOnly,cos2020_UD,b2_1,1.2377082195179347,0.276244048753793,0.0452311367972602,-0.03511087399018509,1.6624367501478987,0.15380009814648407,0.08519064459952748,0.06492904529745229,0.7437970495772913,0.6396181947818712,0.5581529663451481,0.4600090374796651
sim_UD_D800_ColorHead_ALL,cos2020_UD,b2_1,1.2323771903716776,0.23600370773657095,0.04144613483277903,0.03962429566382253,1.3103512006870819,0.16669063552735855,0.07541150534852918,0.06746484140298604,0.7708537285087457,0.6736850059713803,0.5116930826136483,0.556314957040425
sim_UD800_ColorHead_ALL,cos2020_UD,b2_1,1.2731741939517365,0.33147786397448165,0.07186085089037539,-0.0009538952868438159,1.6453949250488737,0.16601326274523465,0.08718436743289387,0.06143890735765855,0.7414002632964014,0.6323400919060868,0.5682743471702904,0.4953682783271934
sim_UD_D800_ColorHead_HeadOnly,spec_D,b2_1,0.22451979445365058,0.01416375865003459,-0.4220444904401122,-0.45035659927284466,0.05971018636502813,0.051251830224422715,0.3181460578215969,0.30642226641000714,0.4529756396999767,0.4074833416671023,0.9174757237015742,0.7777776913580343
sim_UD800_ColorHead_HeadOnly,spec_D,b2_1,0.3170129779362597,0.11591100707462944,-0.21295215332224085,-0.4798676477147914,0.05924178788207964,0.04695847507516378,0.41753388245834183,0.17016186581043674,0.4276904099822108,0.4049205533547306,0.8883495102507305,0.7777776913580343
sim_UD_D800_ColorHead_ALL,spec_D,b2_1,0.16894387557779814,0.02706592248096026,-0.3574801138187215,-0.39402740691489396,0.044616545118687165,0.052063620381751635,0.40192119787413605,0.32725468973456195,0.3536848595887497,0.4064582263421536,0.8883495102507305,0.6666665925926009
sim_UD800_ColorHead_ALL,spec_D,b2_1,0.3836633319883344,0.0971311930612228,-0.23846869222021086,-0.4707734732422763,0.057436899421084826,0.045515523168071434,0.42976327994321184,0.18322522027660942,0.42059821140283743,0.39210661179287204,0.8932038791592045,0.7777776913580343
sim_UD_D800_ColorHead_HeadOnly,cos2020_D,b2_1,0.9995962657576314,0.20653856879650276,0.03906310253611501,-0.035178647166713053,1.3584071968551665,0.14247357015513665,0.08718572186562491,0.06488074956226575,0.7275152436251848,0.6312956094471472,0.5776151263868207,0.4528301878248487
sim_UD800_ColorHead_HeadOnly,cos2020_D,b2_1,0.9492932797897362,0.22644470890722831,0.02797463825628416,-0.04533544681385723,0.5208322045347257,0.12082653873991807,0.10274701450926686,0.06536759503825205,0.6608231704798693,0.5934920444319306,0.6123818235399873,0.49056603681025274
sim_UD_D800_ColorHead_ALL,cos2020_D,b2_1,1.0177433701761895,0.21890213559245436,0.056352944824967555,0.017275114524571023,1.3576789660789192,0.1272601874310476,0.09730200107877159,0.05971738823346644,0.7214176826518988,0.6044981456388924,0.600182982433613,0.5735849045781417
sim_UD800_ColorHead_ALL,cos2020_D,b2_1,0.9776236421740592,0.2649170474932873,0.06137763983534392,-0.021439027153526115,0.549815085888599,0.12511001145125283,0.09918401208492371,0.06633753992875106,0.6581554875540566,0.5888264145724577,0.6090271422357344,0.5075471688536846
sim_UD_D800_ColorHead_HeadOnly,spec_UD,b3_1,0.0590614220699287,0.008505079203971895,-0.04697684998520287,-0.12300938752267643,0.025149690274015722,0.025593830395640428,0.05913259901333648,0.06143357060011775,0.16982507287391946,0.2076194315557539,0.41976917341404146,0.4623338250187093
sim_UD800_ColorHead_HeadOnly,spec_UD,b3_1,0.04295743273366231,0.005876482906625304,-0.03970976558056634,-0.0914539829015127,0.020301714226355384,0.017821510828905984,0.03813852516839971,0.022822456523993236,0.15386297374971844,0.1581334408305718,0.3324646313603007,0.32496307189813434
sim_UD_D800_ColorHead_ALL,spec_UD,b3_1,0.05644255803539231,0.011944249765530528,-0.04069814270688806,-0.11128984194995772,0.025177026240448375,0.024982545473139415,0.059785302616325114,0.05769330529167462,0.17062682214499805,0.19844789355984438,0.42572598651792143,0.4342688324456886
sim_UD800_ColorHead_ALL,spec_UD,b3_1,0.04557744646766523,0.007457640540980784,-0.03808705578144221,-0.0880671113520721,0.02179059434858375,0.01857129128132859,0.044192729345589314,0.03477190427905087,0.15349854226286452,0.1641302156740511,0.35536113172833933,0.36336779857700474
sim_UD_D800_ColorHead_HeadOnly,cos2020_UD,b3_1,1.1116308203449878,0.2415220545728764,0.03462074488014743,-0.025765353583086785,1.4209042029987093,0.20787640047349393,0.06810941995529311,0.09103130163353053,0.7307497552454048,0.6769910877449358,0.47368819708313276,0.5800948937765423
