name,bias1,bias2,bias3,bias4,smad1,smad2,smad3,smad4,oult1,oult2,oult3,oult4
sim_UD_ColorHead_HeadOnly_b1_1,0.08424751460552216,0.012757915072143078,-0.058307480067014694,-0.18496905267238617,0.048317058525234456,0.0405707731962204,0.0867678998619318,0.1626643092557788,0.344606413969052,0.31525902034291176,0.544303797367032,0.6986706045809887
sim_UD_ColorCosine_ALL_b1_1,0.10968854278326035,0.021904712542891502,-0.04623298719525337,-0.11730414628982544,0.05670706295371055,0.06485690575540065,0.1187757343634963,0.23267692172527313,0.3989795918076545,0.4572162870158629,0.6424050631715552,0.7858197920445793
sim_UD_D_adv_v2_HeadOnly_b1_1,0.09768861532211304,0.020082511007785797,-0.13749411702156067,-0.31042641401290894,0.0678431216955185,0.07255786287635564,0.1842419281169772,0.13703233707547188,0.4457725947196959,0.49475912111999804,0.7522338047743421,0.9940915790338382
sim_UD_ColorHead_ALL_b1_1,0.07711641490459442,0.01209370419383049,-0.049747128039598465,-0.1619434803724289,0.04582356523275375,0.039919829861819744,0.08155970698222517,0.22627739837765692,0.324635568489458,0.30664180607202973,0.5251303051889183,0.7740029530664654
sim_UD_ColorCosine_HeadOnly_b1_1,0.10607235878705978,0.016969919204711914,-0.09858359396457672,-0.19791898131370544,0.059476297782361506,0.07223638442158699,0.13976464435458183,0.19994943633377552,0.4206997084241472,0.49470872805408644,0.70420699912431,0.7946824212781648
sim_UD_D_adv_v2_ALL_b1_1,0.10494286566972733,0.015970371663570404,-0.09985464811325073,-0.3292549252510071,0.06763271309137343,0.06826073549687862,0.16457552810758352,0.1267959054619074,0.44635568509866214,0.4756097560735935,0.7276619507208373,0.9985228936506308
sim_UD_ColorHead_HeadOnly_b1_1,1.1841291288706248,0.29214574320990916,0.02765213455979129,-0.17448408599169443,0.9479952130021745,0.27960050480697096,0.10686160657364695,0.23190432210789388,0.859686729891306,0.7732358511471006,0.6229714631916627,0.8124717577489566
sim_UD_ColorCosine_ALL_b1_1,1.2113241173452391,0.42803664840124594,0.07033113285218633,-0.007902093596533545,0.9515126035200019,0.4190013867274132,0.19050046438164883,0.32554659340498393,0.9038078519916314,0.849984178033212,0.7671514325137084,0.8749435155402766
sim_UD_D_adv_v2_HeadOnly_b1_1,1.239052623131374,0.3916628395285383,-0.0024603241576289145,-0.27553934324000584,0.8602325461854625,0.39103053722847386,0.13149445935017856,0.12817630617179512,0.9366539513057986,0.8775805148944765,0.6998901702295074,0.9972322638388368
sim_UD_ColorHead_ALL_b1_1,1.154080005265551,0.25962451984826346,0.032591503555174164,-0.1101483146093697,0.9857865947445368,0.23905344075239665,0.08941516805398284,0.2740332209408087,0.8397022583661394,0.7599359564694828,0.5702247722872027,0.847040216852291
sim_UD_ColorCosine_HeadOnly_b1_1,1.1681316326322642,0.3632296905483873,-0.019379236231902044,-0.1605859084050996,0.9198065584050596,0.3685717289981369,0.17376228660807286,0.22382446985633886,0.9222901123970852,0.8651496474259076,0.7746880266547872,0.8653976501996499
sim_UD_D_adv_v2_ALL_b1_1,1.291200096701733,0.34131246907560303,0.0008442305662104272,-0.2846546742418121,0.7779954566932579,0.3310099658683138,0.1069485481701052,0.09966171867735059,0.9314890456582472,0.8679503709855054,0.6362362476032851,0.9993786714302203
sim_UD_ColorHead_HeadOnly_b1_1,0.7214465141296387,0.30449798703193665,-0.17806555330753326,-0.34341803193092346,0.1623441232100129,0.06820323986560106,0.3200317961990833,0.39440279844403264,0.5951279677474166,0.4587391079145366,0.8980582480676784,0.7777776913580343
sim_UD_ColorCosine_ALL_b1_1,0.32942211627960205,0.11494308710098267,-0.2369598150253296,-0.4496750235557556,0.08696793605536222,0.08837188989669084,0.3362251728773117,0.22794564433693884,0.5223558431938465,0.552024602484867,0.9563106749693656,0.7777776913580343
sim_UD_D_adv_v2_HeadOnly_b1_1,0.604777455329895,0.19998642802238464,-0.037071168422698975,-0.41432714462280273,0.11126121552586554,0.09311875351667404,0.48832664544582366,0.34832362343072887,0.5710761638695417,0.5612506404094051,0.9077669858846263,0.9999998888889013
sim_UD_ColorHead_ALL_b1_1,0.6922457814216614,0.304016649723053,-0.15817797183990479,-0.32587137818336487,0.13829730724096298,0.06555335403755307,0.38692025844454764,0.407233702468872,0.5840271351883974,0.4490005123275241,0.8737864035253088,0.8888887901234679
sim_UD_ColorCosine_HeadOnly_b1_1,0.34087035059928894,0.1130298599600792,-0.21898943185806274,-0.4110557436943054,0.08869675954431296,0.09348103674799203,0.34382895630598065,0.4200265190899372,0.5414739437121573,0.5791901585960071,0.9611650438778396,0.7777776913580343
sim_UD_D_adv_v2_ALL_b1_1,0.5259387493133545,0.1602856069803238,-0.022610599175095558,-0.42656153440475464,0.10523472339212894,0.08894974032193421,0.5262499464154243,0.3755891674518585,0.5609004006904409,0.5438236798852775,0.9271844615185221,0.9999998888889013
sim_UD_ColorHead_HeadOnly_b1_1,0.9770699590749353,0.25719182136092184,0.03399296820426083,-0.1504906296886695,1.2938795297130572,0.2382068776241145,0.10437073056201829,0.24158022953553876,0.7778201216547942,0.7295130995657958,0.6236657515633834,0.8056603758383767
sim_UD_ColorCosine_ALL_b1_1,0.8782218221484227,0.32277584695599343,0.03102271839055294,-0.017645435295937605,0.9662254596226855,0.30735564590786124,0.18380503777555815,0.40536991917796783,0.8548018289425299,0.8058380188053789,0.8106129915185688,0.9075471680989676
sim_UD_D_adv_v2_HeadOnly_b1_1,1.0546401299530064,0.34811866967157856,-0.004968808918098743,-0.2771238934286474,1.1072600996820616,0.36152327452014316,0.14452782508194267,0.15399136667857066,0.8734756094232182,0.8456753199131863,0.7139371757505529,0.9999999981132075
sim_UD_ColorHead_ALL_b1_1,0.9591951640552798,0.23132974303078957,0.05358856194465788,-0.06293886838946927,1.366318373530158,0.2048657689279251,0.09133189430312633,0.303666000882469,0.76333841434324,0.7098935278490377,0.5706007927506555,0.8566037719686721
sim_UD_ColorCosine_HeadOnly_b1_1,0.8778003405857435,0.29463535949065267,-0.04098478088174698,-0.14853830857844658,0.9472418616804644,0.31584426502568796,0.18009648810419512,0.2528870302374705,0.8658536582066106,0.8290465365678853,0.8017688317164475,0.892452828504806
sim_UD_D_adv_v2_ALL_b1_1,1.0886787366285648,0.3074274786941773,1.9922169552045367e-05,-0.28461640892713014,1.042337528059383,0.31763849999335886,0.11998341206908919,0.11974400045541615,0.8654725606457803,0.8355066394502324,0.6776456234590895,0.9981132056639374
